,idMunicipio,idMacroRegiao,idRegiaoSaude,descricaoMunicipio,latitude,longitude,descricaoMacroRegiao,data,quantidade,tipo,log_quantidade
223,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,2020-04-03,1.0,Suspeito,0.0
224,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,2020-04-05,1.0,Suspeito,0.0
225,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,2020-04-06,1.0,Suspeito,0.0
226,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,2020-04-07,3.0,Suspeito,1.0986122886681098
227,231400,8,20,VARZEA ALEGRE,-678672,-3929096,CARIRI,2020-04-09,1.0,Confirmado,0.0
228,230015,1,2,ACARAPE,-422124,-3870508,FORTALEZA,2020-03-22,1.0,Suspeito,0.0
229,230015,1,2,ACARAPE,-422124,-3870508,FORTALEZA,2020-03-23,1.0,Suspeito,0.0
230,230015,1,2,ACARAPE,-422124,-3870508,FORTALEZA,2020-03-28,1.0,Suspeito,0.0
231,230015,1,2,ACARAPE,-422124,-3870508,FORTALEZA,2020-03-30,1.0,Suspeito,0.0
232,230015,1,2,ACARAPE,-422124,-3870508,FORTALEZA,2020-04-07,2.0,Suspeito,0.6931471805599453
233,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-03-23,3.0,Suspeito,1.0986122886681098
234,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-03-25,3.0,Suspeito,1.0986122886681098
235,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-03-26,4.0,Suspeito,1.3862943611198906
236,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-03-27,3.0,Suspeito,1.0986122886681098
237,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-03-28,1.0,Suspeito,0.0
238,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-04-06,1.0,Confirmado,0.0
239,230075,1,5,AMONTADA,-349011,-3957395,FORTALEZA,2020-04-08,1.0,Suspeito,0.0
240,230090,1,3,APUIARES,-394282,-3942582,FORTALEZA,2020-03-23,2.0,Suspeito,0.6931471805599453
241,230090,1,3,APUIARES,-394282,-3942582,FORTALEZA,2020-03-28,1.0,Suspeito,0.0
242,230090,1,3,APUIARES,-394282,-3942582,FORTALEZA,2020-04-04,1.0,Suspeito,0.0
